frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute	
142	<div class=chapter>	76.56338028169014	5.992957746478873	0.0	https://telex.hu/komplex/2022/02/10/metaverzum-nft-blokklanc-kriptovaluta-microsoft-meta-videojatek-next-earth-1 https://telex.hu/komplex/2021/07/26/a-kormanyzat-szerint-soha-ekkora-segitseget-nem-kapott-a-fovaros-de-kozben-igen-szelektiv-a-keruletek-tamogatasa-1 https://telex.hu/komplex/2021/11/02/velencei-to-helyzete-vizszint-vizutanpotlas-termeszet https://telex.hu/komplex/2021/11/19/vasut-nemzetkozi-vonat-kisiklas-eu-milliardok-investigate-europe https://telex.hu/komplex/2021/10/13/ivermectin-koronavirus-jarvany-kutatasok-oltasellenesek	default	default	 
142	<div class=chapter--title>	5.394366197183099	1.3028169014084507	0.0	https://telex.hu/komplex/2022/02/11/energiavalsag https://telex.hu/komplex/2021/08/02/balaton-vendeglatas-pincer-szakacs-fizetes-langos-arak https://telex.hu/komplex/2021/09/25/merkel-portre-nemetorszag-cdu-palya-eu-vilag-kohl-eurovalsag-menekultvalsag https://telex.hu/komplex/2022/02/07/favipiravir-hatasossag-ogyei-remhirterjesztes-per-antiviralis-gyogyszerek-paxlovid-molnupiravir-covid https://telex.hu/komplex/2021/09/17/ellenzeki-elovalasztas-korzetek-alkuk-vitak	cimsor	default	 
142	<div class=initial-block>	72.02112676056338	1.6901408450704225	0.0	https://telex.hu/komplex/2021/11/02/velencei-to-helyzete-vizszint-vizutanpotlas-termeszet https://telex.hu/komplex/2021/07/26/roma-integracio-roma-fejlesztes-ciganyugy-autonomia-alapitvany https://telex.hu/komplex/2021/11/19/vasut-nemzetkozi-vonat-kisiklas-eu-milliardok-investigate-europe https://telex.hu/komplex/2021/12/22/james-webb-space-telescope-urteleszkop-vilagegyetem-galaxisok-csillagaszat-urkutatas-nasa https://telex.hu/komplex/2021/08/10/bulinegyed-belvaros-budapest-szorakozohelyek-szorakozas-ejszakai-elet	default	default	 
78	<div class=strong-content>	16.192307692307693	1.0897435897435896	0.0	https://telex.hu/komplex/2022/01/17/romania-magyarorszag-oktatasi-migracio-agyelszivas-partium https://telex.hu/komplex/2021/09/09/ime-a-szelsojobbos-ultrak-akik-bajba-kevertek-a-magyar-valogatottat https://telex.hu/komplex/2021/06/09/palkovics-laszlo-portre-miniszter-fudan-egyetem-itm-ceu-mta-1 https://telex.hu/komplex/2021/12/22/james-webb-space-telescope-urteleszkop-vilagegyetem-galaxisok-csillagaszat-urkutatas-nasa https://telex.hu/komplex/2021/07/23/orban-30-eves-haboruja-a-mediaval	kiemelt	default	 
25	<div class=hidden-content>	72.36	8.24	0.0	https://telex.hu/sport/2021/04/02/reshevsky-csodagyerek-dontetlen-amerikai-bajnoksag https://telex.hu/zacc/2021/12/31/orban-viktor-facebook-video-magyarorszag-elore-megy-piros-lett-a-paradicsom-eloadok https://telex.hu/sport/2021/02/28/sakkfeladvany-madl-ildiko-jatszma https://telex.hu/sport/2021/05/24/sakkfeladvany-szintidok-mattkepek https://telex.hu/sport/2021/04/17/sakkfeladvany-miles-lepes	default	default	 
25	<label class=hue-btn for=hidden-quiz>	2.0	2.0	0.0	https://telex.hu/sport/2021/06/26/rapport-richard-szvidler-remek-lepes-gyozelem https://telex.hu/sport/2021/03/21/adorjan-andras-nyero-lepes-sakkfeladvany https://telex.hu/sport/2021/02/28/sakkfeladvany-madl-ildiko-jatszma https://telex.hu/sport/2021/12/11/magnus-carlsen-12-evesen-vb-parti https://telex.hu/sport/2021/04/25/kolisch-iskolapelda-lepes-gyozelem	default	default	 
25	<span class=hue-show>	1.0	0.0	1.0	https://telex.hu/zacc/2021/12/31/orban-viktor-facebook-video-magyarorszag-elore-megy-piros-lett-a-paradicsom-eloadok https://telex.hu/sport/2021/03/06/szpasszkij-korcsnoj-jatszma-tokeletes-lepes https://telex.hu/sport/2021/04/17/sakkfeladvany-miles-lepes https://telex.hu/sport/2021/04/10/sakkfeladvany-capablanca-matt https://telex.hu/sport/2021/03/27/sakkfeladvany-portisch-lajos-1984-olimpia	default	default	 
25	<span class=hue-hide>	1.0	0.0	1.0	https://telex.hu/sport/2021/05/16/sakkfeladvany-mesteri-szint-gyors-atlatas https://telex.hu/zacc/2021/12/31/orban-viktor-facebook-video-magyarorszag-elore-megy-piros-lett-a-paradicsom-eloadok https://telex.hu/sport/2021/04/10/sakkfeladvany-capablanca-matt https://telex.hu/kult/2021/11/27/van-bennem-valami-ami-vonzza-a-nezettseget https://telex.hu/sport/2021/06/06/nimzovics-nagymesteri-befejezes-sakkfeladvany	default	default	 
25	<div class=hidden-quiz__content>	70.36	3.24	0.0	https://telex.hu/sport/2021/04/10/sakkfeladvany-capablanca-matt https://telex.hu/sport/2021/03/27/sakkfeladvany-portisch-lajos-1984-olimpia https://telex.hu/sport/2021/06/26/rapport-richard-szvidler-remek-lepes-gyozelem https://telex.hu/sport/2021/10/24/sakkfeladvany-3-lepes-matt-vilagos https://telex.hu/sport/2021/09/12/sakkfeladvany-thomas-taverner	default	default	 
7	<a href=@LINK https:=>	2.0	0.0	2.0	https://telex.hu/belfold/2020/11/10/demografia-osszefoglalo-fidesz-nepesedespolitika-2020 https://telex.hu/kulfold/2020/12/08/angol-kiralyno-erzsebet-lopas-alkalmazott https://telex.hu/belfold/2020/10/11/borsod-szerencs-idokozi-orszaggyulesi-valasztas-koncz-zsofia-biro-laszlo-fidesz-ketharmad https://telex.hu/belfold/2020/12/01/szajer-jozsef-ugy-brusszel-szexparti-magyar-partok-reagalas-dk-momentum-jobbik-lmp https://telex.hu/belfold/2020/10/07/piko-andras-jozsefvaros-magyar-nemzet-propaganda-onkormanyzati-berlakasok	default	default	 
1432	<report>	83.37360335195531	2.041899441340782	0.0	https://telex.hu/belfold/2021/03/11/kormanyinfo-gulyas-gergely-koronavirus-marcius-11-1 https://telex.hu/koronavirus/2020/11/29/koronavirus-magyarorszag-vilag-november-29 https://telex.hu/koronavirus/2020/11/12/koronavirus-pp-2020-11-12 https://telex.hu/koronavirus/2020/12/08/koronavirus-covid-19-fertozes-jarvany-betegseg-vakcina-percrol-percre https://telex.hu/koronavirus/2021/02/11/kormanyinfo-koronavirus-gulyas-gergely-1	kozvetites	default	 
1432	<post_title>	8.55586592178771	0.0	8.55586592178771	https://telex.hu/koronavirus/2020/12/16/koronavirus-jarvany-percrol-percre-vakcina-covid-19-legfontosabb-hirek https://telex.hu/koronavirus/2020/11/06/koronavirus-hirek-pentek-percrol-percre https://telex.hu/koronavirus/2020/11/25/koronavirus-vakcina-statisztika-napi-hirek-korhaz-egeszsegugy-karanten https://telex.hu/koronavirus/2020/11/23/koronavirus-covid-jarvany-adatok-percrol-percre-vakcina https://telex.hu/koronavirus/2020/11/30/koronavirus-percrol-percre-legfontosabb-hirek-covid-19-osszefoglalo	kozvetites_cim	default	 
1429	<post_content>	75.9293212036389	0.0	75.9293212036389	https://telex.hu/sport/2020/12/02/ferencvaros-barcelona-bajnokok-ligaja-csoportkor-futball https://telex.hu/koronavirus/2020/11/25/koronavirus-vakcina-statisztika-napi-hirek-korhaz-egeszsegugy-karanten https://telex.hu/sport/2020/11/24/ferencvaros-juventus-bajnokok-ligaja-cristiano-ronaldo https://telex.hu/belfold/2021/07/02/orban-viktor-kossuth-radio-koronavirus-julius-2 https://telex.hu/koronavirus/2020/11/27/koronavirus-november-27	bekezdes	default	 
4	<span class=__cf_email__ data-cfemail=@NUM>	2.0	0.0	2.0	https://telex.hu/belfold/2021/04/21/mentok-hamburger-hambulancia https://telex.hu/foto/2020/12/27/fofoto https://telex.hu/koronavirus/2021/10/06/hosszu-covid-poszt-covid-agy-tunetek-demencia-agykutatas-vizsgalat-jelentkezes-elkh-termeszettudomanyi-kutatokozpont https://telex.hu/tamogatott-tartalom/2021/10/15/oltozz-telexbe-megnyilt-a-webshop-telexshop-shop-aruhaz-tamogatas	default	default	 
1	<div class=tokio-medals>	9.0	16.0	0.0	https://telex.hu/sport/2021/07/24/tokioi-olimpia-eremtablazat-tokyo2020	default	default	 
1	<div class=tokio-timetable__info>	4.0	1.0	0.0	https://telex.hu/sport/2021/07/24/tokioi-olimpia-eremtablazat-tokyo2020	default	default	 
1	<div class=tokio-timetable__table>	5.0	13.0	0.0	https://telex.hu/sport/2021/07/24/tokioi-olimpia-eremtablazat-tokyo2020	default	default	 
1	<div class=tokio-timetable__label>	1.0	2.0	0.0	https://telex.hu/sport/2021/07/24/tokioi-olimpia-eremtablazat-tokyo2020	default	default	 
1	<p class=tokio-timetable__label__txt>	1.0	0.0	1.0	https://telex.hu/sport/2021/07/24/tokioi-olimpia-eremtablazat-tokyo2020	default	default	 
1	<div class=tokio-medals__content>	4.0	9.0	0.0	https://telex.hu/sport/2021/07/24/tokioi-olimpia-eremtablazat-tokyo2020	default	default	 
63	<post_author>	2.0317460317460316	0.0	2.0317460317460316	https://telex.hu/koronavirus/2020/11/23/koronavirus-covid-jarvany-adatok-percrol-percre-vakcina https://telex.hu/koronavirus/2020/12/04/koronavirus-kulfold-belfold-december-4 https://telex.hu/koronavirus/2020/11/06/koronavirus-hirek-pentek-percrol-percre https://telex.hu/koronavirus/2020/12/07/koronavirus-percrol-percre-vilagszerte-magyarorszag-1 https://telex.hu/koronavirus/2020/12/01/koronavirus-covid-19-legfontosabb-hirek-percrol-percre-vakcina-korhaz-fertozes	kozvetites_szerzo	default	 
6	<a href=@LINK https:= target=@target>	2.1666666666666665	0.0	2.1666666666666665	https://telex.hu/kult/2020/11/02/britney-spears-gondnoksag-cselekvokepesseg-vagyon https://telex.hu/szorakozas/2020/11/17/megvan-melyik-szamert-rajonganak-leginkabb-ugy-az-emberek-hogy-fogalmuk-sincs-mi-az https://telex.hu/belfold/2020/12/04/demeter-szilard-szakmai-eletut https://telex.hu/sport/2020/11/08/vegan-sportolok-etrend-lewis-hamilton-novak-djokovic-scott-jurek https://telex.hu/kulfold/2020/09/29/nacigyanu-nemetorszag-demokracia-hadsereg-bundeswehr-ksk-kommandosok	hivatkozas	href	 
54	<div class=message-box>	63.407407407407405	6.2407407407407405	0.0	https://telex.hu/kulfold/2021/09/11/szeptember-11-huszadik-evfordulo-magyar-gyerekek-visszaemlekezesei-teve-trauma-pszichologia https://telex.hu/belfold/2021/10/02/boldog-1-szuletesnapot-telex https://telex.hu/kult/2021/07/24/annyi-minden-voltatok-nekunk-de-leginkabb-az-amik-nem-merunk-lenni-batorsag https://telex.hu/komplex/2021/08/02/balaton-vendeglatas-pincer-szakacs-fizetes-langos-arak	idezet	default	 
54	<div class=message-box__content>	63.407407407407405	4.2407407407407405	0.0	https://telex.hu/kulfold/2021/09/11/szeptember-11-huszadik-evfordulo-magyar-gyerekek-visszaemlekezesei-teve-trauma-pszichologia https://telex.hu/belfold/2021/10/02/boldog-1-szuletesnapot-telex https://telex.hu/komplex/2021/08/02/balaton-vendeglatas-pincer-szakacs-fizetes-langos-arak https://telex.hu/kult/2021/07/24/annyi-minden-voltatok-nekunk-de-leginkabb-az-amik-nem-merunk-lenni-batorsag	bekezdes	default	 
54	<div class=message-box__content__title>	3.1296296296296298	1.0185185185185186	0.0	https://telex.hu/kult/2021/07/24/annyi-minden-voltatok-nekunk-de-leginkabb-az-amik-nem-merunk-lenni-batorsag https://telex.hu/kulfold/2021/09/11/szeptember-11-huszadik-evfordulo-magyar-gyerekek-visszaemlekezesei-teve-trauma-pszichologia https://telex.hu/komplex/2021/08/02/balaton-vendeglatas-pincer-szakacs-fizetes-langos-arak https://telex.hu/belfold/2021/10/02/boldog-1-szuletesnapot-telex	bekezdes	default	 
54	<div class=message-box__content__text>	61.27777777777778	1.2222222222222223	0.0	https://telex.hu/kult/2021/07/24/annyi-minden-voltatok-nekunk-de-leginkabb-az-amik-nem-merunk-lenni-batorsag https://telex.hu/belfold/2021/10/02/boldog-1-szuletesnapot-telex https://telex.hu/komplex/2021/08/02/balaton-vendeglatas-pincer-szakacs-fizetes-langos-arak https://telex.hu/kulfold/2021/09/11/szeptember-11-huszadik-evfordulo-magyar-gyerekek-visszaemlekezesei-teve-trauma-pszichologia	bekezdes	default	 
1	<td colspan=@NUM>	5.0	0.0	5.0	https://telex.hu/sport/2022/01/29/premier-league-koronavirus-elhalasztott-meccseket-mikor-potoljak-2022-futballnaptar	oszlop	default	 
2	<a align=@STYLE href=@LINK image-alt=@LONG normal= pic1=@LONG pic2= pic3= pic4= target=@target vertical=true>	744.5	11.5	0.0	https://telex.hu/kulfold/2020/11/26/franciaorszag-fekete-zenei-producer-rendorok-megvertek-felfuggesztes-vizsgalat https://telex.hu/sport/2020/11/16/usa-amerika-futball-foci-amerikai-valogatott-christian-pulisic-sergino-dest-giovanni-reyna	hivatkozas	href	 
1	<a href=@LINK http:=>	1.0	0.0	1.0	https://telex.hu/belfold/2020/10/03/vidnyanszky-attila-portre	hivatkozas	href	 
2	<a href=@LINK media= target=@target>	53.0	5.5	0.0	https://telex.hu/belfold/2020/11/26/gulacsi-peter-a-25-millios-premiumaval-egy-sma-s-gyerek-gyogyulasahoz-jarult-hozza https://telex.hu/szorakozas/2020/12/07/drake-gyertya-80-dollar-elfogyott	hivatkozas	href	 
5	<a class=__cf_email__ data-cfemail=@NUM href=@LINK>	2.0	0.0	2.0	https://telex.hu/english/2020/11/19/telex-transparency-report-september https://telex.hu/belfold/2021/03/28/lajkbajnoksag-18 https://telex.hu/pr-cikk/2021/06/26/sharethecare-az-apasagi-szabadsag-sokkal-tobb-mint-reszvetel-a-baba-gondozasaban https://telex.hu/belfold/2022/01/02/lajkbajnoksag-58	hivatkozas	href	 
1	<a align=@STYLE href=@LINK image-alt=FotĆ³: Hanula Zsolt / Telex normal= pic1=@LONG pic2= pic3= pic4= vertical=true>	629.0	20.0	0.0	https://telex.hu/tech/2020/11/22/a-meret-a-lenyeg	hivatkozas	href	 
1	<div a= act= b= child= civic= class=long-img front= have= heart= in= j= july= of= on= organizations= parliament= photo:= placed= protection= rainbow-coloured= tall= telex= ten-meter= the=>	4.0	5.0	0.0	https://telex.hu/english/2021/08/16/hungary-referendum-lgbtq-eu-european-commission-ecj	default	default	 
1	<a class=__cf_email__ data-cfemail=@abaaaNUM href=@LINK>	2.0	0.0	2.0	https://telex.hu/tudomany/2022/02/09/jeges-tenger-szivacsok-ocean-felfedezes-klimavaltozas-tanulmany	hivatkozas	href	 
1	<div already= and= are= at= available= class=long-img collections= hallgassunk= huszti= istv= machine= ne= photo:= shop= telex= telex.= the=>	4.0	5.0	0.0	https://telex.hu/english/2021/12/23/telexs-third-transparency-report	hivatkozas	href	 
1	<a href=@LINK http:= target=@target>	1.0	0.0	1.0	https://telex.hu/sport/2020/11/08/vegan-sportolok-etrend-lewis-hamilton-novak-djokovic-scott-jurek	hivatkozas	href	 
1	<div class=eb-box eb-box--timetable>	1.0	17.0	0.0	https://telex.hu/sport/2021/06/11/euro2020-foci-eb-menetrend-europa-bajnoksag	hivatkozas	href	 
1	<div class=eb-box--header>	1.0	16.0	1.0	https://telex.hu/sport/2021/06/11/euro2020-foci-eb-menetrend-europa-bajnoksag	hivatkozas	href	 
1	<th colspan=@NUM>	7.0	0.0	7.0	https://telex.hu/koronavirus/2021/12/20/omikron-varians-magyar-fertozottek	oszlop	default	 
31173	<div class=cover-box>	2.9283033394283513	0.7249222083213037	0.0	https://telex.hu/koronavirus/2021/03/23/normafa-jarvany-szabalyok https://telex.hu/koronavirus/2020/11/05/szijjarto-decemberben-kis-mennyisegben-orosz-oltoanyag-jon-magyarorszagra https://telex.hu/koronavirus/2021/04/04/nem-oltjak-be-soron-kivul-a-lelkeszeket https://telex.hu/koronavirus/2021/04/04/vedomaszk-nelkul-tuntetett-tizezer-ember-stuttgartban-a-jarvanykorlatozasok-ellen https://telex.hu/koronavirus/2020/10/05/irorszag-negy-het-bezarkozas-koronavirus	media_tartalom	default	
31740	<div class=article-html-content>	423.0301512287335	23.082104599873976	0.0	https://telex.hu/koronavirus/2021/01/04/nemzetkozi-oltokozpont-vakcina-elofoglalast-hirdeto-ceg-hatosagi-vizsgalat-fogyasztovedelem https://telex.hu/koronavirus/2020/12/17/koronavirus-percrol-percre-magyarorszag-vilagszerte-3/elo https://telex.hu/koronavirus/2021/01/27/bill-gates-osszeeskuves-elmelet-mikrochip-vakcina https://telex.hu/koronavirus/2020/11/26/kosarlabda-valogatott-halasztas-eb-selejtezo https://telex.hu/koronavirus/2021/01/06/koronavirus-vakcina-elofoglalas-nemzetkozi-oltokozpont	unwrap	default	
42150	<div>	318.5522894424674	16.628730723606168	4.744958481613286e-05	https://telex.hu/koronavirus/2021/01/15/atlepte-a-ketmilliot-a-koronavirus-halalos-aldozatainak-szama https://telex.hu/koronavirus/2020/11/12/ukrajna-cserkaszi-koronavirus-szules https://telex.hu/koronavirus/2020/12/31/operativ-torzs-oltas-egeszsegugyi-dolgozok https://telex.hu/koronavirus/2021/01/17/nagy-britannia-koronavirus-oltas-vakcina-3-5-millio-ember https://telex.hu/koronavirus/2020/12/22/ksh-felmeres-oltas-bizalmatlansag-pfizer-vakcina-mellekhatas	unwrap	default	
320171	<p>	40.51496544034282	0.4368727960995843	38.98949311461688	https://telex.hu/koronavirus/2020/10/07/orvosai-szerint-trump-mar-tunetmentes-az-allapota-stabil-1 https://telex.hu/koronavirus/2020/10/19/kasler-iskola-oszi-szunet-ajanlas https://telex.hu/koronavirus/2020/11/20/koronavirus-vakcina-melyhutes-minusz-70-fok-pfizer-moderna-tarolas https://telex.hu/koronavirus/2021/01/07/alkohol-masodik-hullam-egeszseges-eletmod https://telex.hu/koronavirus/2020/11/03/koronavirus-covid-grafikon-adat-magyarorszag-terjedes-szures-korhaz-lelegeztetogep	bekezdes	default	
10648	<i>	11.459522915101427	0.10396318557475583	10.382137490608565	https://telex.hu/koronavirus/2020/11/05/koronavirus-csutortok-percrol-percre/elo https://telex.hu/koronavirus/2020/12/19/koronavirus-lezarasok-korlatozasok-anglia-svajc-europa https://telex.hu/koronavirus/2020/12/21/koronavirus-uj-mutacio-anglia-mennyire-veszelyes-vakcina-gyors-terjedes https://telex.hu/koronavirus/2020/12/16/bkk-jaratsurites-kormanyhivatal-1 https://telex.hu/koronavirus/2021/01/29/boris-johnson-az-eu-surgosen-tisztazza-szandekait	dolt	default	
20919	<strong>	8.154309479420622	0.061905444810937425	7.801281131985276	https://telex.hu/koronavirus/2020/10/27/koronavirus-percrol-percre-magyarorstaf-kulfold-1027 https://telex.hu/koronavirus/2020/10/22/pentektol-szabadteri-rendezvenyeken-is-kotelezo-lesz-a-maszk https://telex.hu/koronavirus/2020/12/04/koronavirus-magyarorszag-adatok-fertozottek-elhunytak-december-4 https://telex.hu/koronavirus/2020/12/11/halaleset-korhaz-betegek-hozzatartozo-latogatas-berettyoujfalu-fenyegetes-hatterhatalom https://telex.hu/koronavirus/2020/12/02/egyesult-kiralysag-nagy-britannia-vakcina-pfizer-biontech-engedelyezes	felkover	default	
55014	<a href=@LINK target=@target>	2.566292216526702	0.03938997346130076	2.4473588541098628	https://telex.hu/koronavirus/2021/01/20/egyesult-kiralysag-korhazak-koronavirus-covid-19 https://telex.hu/koronavirus/2020/10/26/koronavirus-adatok-fertozottek-magyarorszag-10-26 https://telex.hu/koronavirus/2020/11/06/semmelweis-egyetem-gyogyszerszabadalom-fluvoxamin-tudohegesedes-koronavirus https://telex.hu/koronavirus/2020/11/08/koronavirus-napi-hirek-vasarnap-november-8/elo https://telex.hu/koronavirus/2021/01/11/szerbia-jarvany-oltas-regisztracios-oldal	hivatkozas	href	
51240	<a href=@LINK>	3.7994730679156907	0.0997072599531616	3.3399882903981264	https://telex.hu/koronavirus/2020/10/29/koronavirus-percrol-percre-vilagszerte-magyarorszagon https://telex.hu/koronavirus/2021/01/25/tokioi-olimpia-japan-nyajimmunitas-oltas-kutatas https://telex.hu/koronavirus/2020/12/16/koronavirus-jarvany-percrol-percre-vakcina-covid-19-legfontosabb-hirek/elo https://telex.hu/koronavirus/2020/12/07/koronavirus-percrol-percre-vilagszerte-magyarorszag-1/elo https://telex.hu/koronavirus/2021/01/11/pfizer-vakcina-gyartas-ketmilliard	hivatkozas	href	
18522	<figure>	11.816866429111327	2.998056365403304	0.0	https://telex.hu/koronavirus/2020/11/07/koronavirus-jarvany-adatok-szamok-statisztika-uj-fertozottek-halottak-aldozatok https://telex.hu/koronavirus/2021/01/09/koronavirus-magyarorszag-adatok-fertozes-jarvany https://telex.hu/koronavirus/2020/12/31/2971-uj-fertozottet-talaltak-a-statisztika-szerint-108-an-haltak-meg-az-elmult-24-oraban https://telex.hu/koronavirus/2020/10/02/trump-koronavirus-video-usa https://telex.hu/koronavirus/2020/11/18/koronavirus-pp-magyarorszag-vilagszerte-1/elo	media_tartalom	default	
17468	<figcaption>	12.532860087016259	0.0002289901534234028	12.532860087016259	https://telex.hu/koronavirus/2020/12/21/egyesult-kiralysag-lockdown-karantenban-az-orszag-es-jon-a-brexit https://telex.hu/koronavirus/2020/11/05/koronavirus-csutortok-percrol-percre/elo https://telex.hu/koronavirus/2020/11/12/koronavirus-pecs-klinika-sulyos-allapotok https://telex.hu/koronavirus/2020/10/23/vecepapirbol-adnak-ki-belyeget-ausztriaban-a-jarvany-mementojakent https://telex.hu/koronavirus/2021/01/17/muller-cecilia-semmit-sem-erzett-amikor-beoltottak	bekezdes	default	
