frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute	
1	<a class=gie-single href=@LINK id=@ILaQGJbNUM style=@STYLE target=@target>	4	0	4	https://vilag.transindex.ro/?hir=37519	default	default	
1	<a class=gie-single href=@LINK id=@LTEpeeRWBBSmnPANUM style=@STYLE target=@target>	4	0	4	https://eletmod.transindex.ro/?cikk=28568	default	default	
1	<a class=gie-single href=@LINK id=@qxqHvgweNUM style=@STYLE target=@target>	4	0	4	https://multikult.transindex.ro/?cikk=29012	default	default	
1	<a class=gie-single href=@LINK id=@uqMyTQNUM style=@STYLE target=@target>	4	0	4	https://vilag.transindex.ro/?hir=37519	default	default	
1	<a class=gie-single href=@LINK id=@VDoESQRORaNNUM style=@STYLE target=@target>	4	0	4	https://eletmod.transindex.ro/?cikk=28568	default	default	
1	<a class=gie-single href=@LINK id=@XmYEobcwNUM style=@STYLE target=@target>	4	0	4	https://multikult.transindex.ro/?cikk=29012	default	default	
1	<a class=gie-single href=@LINK id=FMFjjVCdQChnjBxYczBncw style=@STYLE target=@target>	4	0	4	https://vilag.transindex.ro/?hir=37519	default	default	
1	<a class=gie-single href=@LINK id=jmS_Ty-lSFREfHYWOVAcwg style=@STYLE target=@target>	4	0	4	https://multikult.transindex.ro/?cikk=29012	default	default	
7	<a class=keklink href=@LINK target=@target>	2.714285714	0	2.714285714	https://eletmod.transindex.ro/?cikk=3365	default	default	
1	<a class=main-button>	1	0	1	https://itthon.transindex.ro/?hir=63583	default	default	
726	<a class=navlink href=@LINK target=@target>	3.67630854	0.06473829201	3.6184573	https://itthon.transindex.ro/?cikk=5698 https://sarm.transindex.ro/?cikk=6500 https://eletmod.transindex.ro/?cikk=4472 https://welemeny.transindex.ro/?cikk=12532 https://tech.transindex.ro/?cikk=3065	hivatkozas	href	
1	<a class=title left href=@LINK id=@buttonNUM>	3	0	3	https://itthon.transindex.ro/?hir=63583	default	default	
1	<a class=title right active href=@LINK id=@buttonNUM>	3	0	3	https://itthon.transindex.ro/?hir=63583	default	default	
74020	<a class=trdeflink href=@LINK target=@target>	3.031032153	0.0296271278	2.982558768	https://itthon.transindex.ro/?hir=24881 https://multikult.transindex.ro/?cikk=10475 https://itthon.transindex.ro/?hir=48551 https://multikult.transindex.ro/?cikk=28291 https://itthon.transindex.ro/?hir=57336	hivatkozas	href	
4	<a class=trdeflink href=@LINK>	1.75	0	1.75	https://tech.transindex.ro/?cikk=340 https://multikult.transindex.ro/?cikk=1938 https://eletmod.transindex.ro/?cikk=2211 https://itthon.transindex.ro/?cikk=25	default	default	
4	<a class=twitter-timeline data-widget-id=@NUM href=@LINK>	3.25	0	3.25	https://vilag.transindex.ro/?cikk=25455 https://vilag.transindex.ro/?hir=24393 https://vilag.transindex.ro/?hir=30623 https://multikult.transindex.ro/?hir=8804	default	default	
1	<a data-quiz=@NUM data-type=@NUM href=@LINK>	1	0	1	https://think.transindex.ro/?cikk=29007	default	default	
1	<a href=@LINK id=@NUM rel=nofollow>	1	0	1	https://eletmod.transindex.ro/?cikk=27157	default	default	
1	<a href=@LINK m= style=@STYLE>	7	0	7	https://vilag.transindex.ro/?cikk=14310	default	default	
256	<a href=@LINK rel=nofollow style=@STYLE target=@target>	1.671875	0	1.671875	https://itthon.transindex.ro/?cikk=27150 https://itthon.transindex.ro/?hir=61496 https://itthon.transindex.ro/?hir=45066 https://itthon.transindex.ro/?hir=63473 https://itthon.transindex.ro/?cikk=28939	default	default	nemkell
4	<a href=@LINK rel=nofollow>	0.5	0.5	0.5	https://itthon.transindex.ro/?hir=62037 https://itthon.transindex.ro/?hir=63373	default	default	
4	<a href=@LINK rel=noopener noreferrer style=@STYLE target=@target title=@title>	2	5	0	https://itthon.transindex.ro/?hir=58611 https://vilag.transindex.ro/?hir=35619 https://itthon.transindex.ro/?hir=58612 https://vilag.transindex.ro/?hir=35718	default	default	
14	<a href=@LINK role=button>	2.071428571	0	2.071428571	https://itthon.transindex.ro/?cikk=25721 https://vilag.transindex.ro/?cikk=28823 https://eletmod.transindex.ro/?hir=21785 https://itthon.transindex.ro/?hir=41064 https://eletmod.transindex.ro/?cikk=28339	default	default	
1	<a href=@LINK streaming= title=@title video=>	3	0	3	https://multikult.transindex.ro/?hir=8590	default	default	
1	<a href=@LINK style=@STYLE szeptember=>	10	0	10	https://vilag.transindex.ro/?cikk=15560	default	default	
1098	<a href=@LINK style=@STYLE target=@target>	8.382513661	2.95992714	7.863387978	https://itthon.transindex.ro/?hir=62555 https://itthon.transindex.ro/?hir=43007 https://itthon.transindex.ro/?hir=38148 https://multikult.transindex.ro/?hir=11416 https://itthon.transindex.ro/?hir=46560	default	default	NEM TALÁLOM, csak olyat ami nem kell... 
1	<a href=@LINK style=@STYLE title=@title>	3	0	3	https://vilag.transindex.ro/?cikk=24425	default	default	
30560	<a href=@LINK style=@STYLE>	8.888743455	0	8.888743455	https://vilag.transindex.ro/?hir=35991 https://itthon.transindex.ro/?cikk=27904 https://itthon.transindex.ro/?hir=57054 https://eletmod.transindex.ro/?hir=18712 https://itthon.transindex.ro/?hir=58785	hivatkozas	href	
10	<a href=@LINK target=@target title=@title>	3	0	3	https://eletmod.transindex.ro/?cikk=22508 https://vilag.transindex.ro/?cikk=26183 https://eletmod.transindex.ro/?hir=25043	hivatkozas	href	
42	<a href=@LINK target=@target>	2.095238095	0.1428571429	1.857142857	https://itthon.transindex.ro/?hir=38115 https://itthon.transindex.ro/?cikk=24532 https://itthon.transindex.ro/?hir=38076 https://itthon.transindex.ro/?hir=38114 https://itthon.transindex.ro/?hir=38051	hivatkozas	href	
118	<a href=@LINK title=@title>	1.016949153	0.813559322	0.6016949153	https://itthon.transindex.ro/?hir=60230 https://vilag.transindex.ro/?hir=33204 https://eletmod.transindex.ro/?hir=22559 https://eletmod.transindex.ro/?hir=23691 https://multikult.transindex.ro/?hir=8872	hivatkozas	href	
501519	<a href=@LINK>	6.951278017	0.08856294577	6.951262066	https://multikult.transindex.ro/?hir=7167 https://vilag.transindex.ro/?hir=32609 https://vilag.transindex.ro/?hir=19184 https://vilag.transindex.ro/?hir=24648 https://vilag.transindex.ro/?cikk=8254	hivatkozas	href	
1	<aside class=poll data-id=@NUM>	24	19	0	https://vilag.transindex.ro/?cikk=7161	default	default	
158	<aside class=quote>	49.39873418	1.221518987	45.3164557	https://itthon.transindex.ro/?cikk=28184 https://itthon.transindex.ro/?cikk=24811 https://itthon.transindex.ro/?cikk=28449 https://itthon.transindex.ro/?cikk=24995 https://think.transindex.ro/?cikk=28508	idezet	default	
6594	<aside class=simple>	100.085684	8.482711556	87.35941765	https://itthon.transindex.ro/?cikk=3010 https://vilag.transindex.ro/?cikk=28725 https://itthon.transindex.ro/?cikk=3360 https://multikult.transindex.ro/?cikk=10432 https://itthon.transindex.ro/?cikk=28994	bekezdes	default	doboz léesz, csak van 1 fejlesztenivaló
22169	<aside id=popup>	32	18	0	https://itthon.transindex.ro/?cikk=9793 https://vilag.transindex.ro/?cikk=25636 https://eletmod.transindex.ro/?cikk=1422 https://itthon.transindex.ro/?cikk=10412 https://multikult.transindex.ro/?cikk=8135	default	default	
1	<aside>	240	131	0	https://itthon.transindex.ro/?hir=63583	default	default	
1	<az esztend= ezel= gy= haz= hiszen= j= kilencven= l= magyar= nagyrom= r= sz= tragikus=>	46	1	46	https://itthon.transindex.ro/?hir=25049	default	default	
295328	<b>	2.35715882	0.02159294073	2.330232826	https://itthon.transindex.ro/?hir=44223 https://multikult.transindex.ro/?hir=11291 https://multikult.transindex.ro/?cikk=16070 https://multikult.transindex.ro/?hir=4359 https://itthon.transindex.ro/?hir=34599	felkover	default	
258	<blockquote cite=@LINK class=fb-xfbml-parse-ignore>	24.40697674	4.534883721	2.096899225	https://eletmod.transindex.ro/?hir=24722 https://itthon.transindex.ro/?hir=59347 https://itthon.transindex.ro/?hir=63532 https://itthon.transindex.ro/?hir=64020 https://itthon.transindex.ro/?hir=64075	hivatkozas	cite	lehet nem kell mert a parent tag-ben is benne van a hivatkozás
1	<blockquote cite=@LINK class=tiktok-embed data-video-id=@NUM style=@STYLE>	14	10	0	https://eletmod.transindex.ro/?hir=25043	default	default	
302	<blockquote cite=@LINK>	22.69536424	2.831125828	3.278145695	https://eletmod.transindex.ro/?cikk=25791 https://itthon.transindex.ro/?hir=39348 https://eletmod.transindex.ro/?hir=20870 https://itthon.transindex.ro/?hir=41050 https://multikult.transindex.ro/?cikk=25800	hivatkozas	cite	
5	<blockquote cite=@LONG>	12.8	3	6.6	https://itthon.transindex.ro/?hir=39453 https://multikult.transindex.ro/?cikk=25301 https://eletmod.transindex.ro/?hir=21015 https://itthon.transindex.ro/?hir=39796 https://itthon.transindex.ro/?hir=40080	default	default	
77	<blockquote class=instagram-media data-instgrm-captioned= data-instgrm-permalink=@LINK data-instgrm-version=@NUM style=@STYLE>	62.35064935	31.64935065	0	https://eletmod.transindex.ro/?hir=23947 https://multikult.transindex.ro/?cikk=27507 https://vilag.transindex.ro/?hir=34631 https://eletmod.transindex.ro/?cikk=28339 https://eletmod.transindex.ro/?hir=23706	social_media	data-instgrm-permalink	
127	<blockquote class=instagram-media data-instgrm-captioned= data-instgrm-version=@NUM style=@STYLE>	35.76377953	7.181102362	0	https://eletmod.transindex.ro/?cikk=24955 https://eletmod.transindex.ro/?hir=22970 https://vilag.transindex.ro/?cikk=26287 https://eletmod.transindex.ro/?hir=21783 https://eletmod.transindex.ro/?hir=22477	social_media	default	
44	<blockquote class=instagram-media data-instgrm-permalink=@LINK data-instgrm-version=@NUM style=@STYLE>	18.36363636	35	0	https://multikult.transindex.ro/?cikk=27947 https://multikult.transindex.ro/?cikk=27608 https://multikult.transindex.ro/?cikk=28054 https://multikult.transindex.ro/?cikk=28408 https://multikult.transindex.ro/?cikk=27994	social_media	data-instgrm-permalink	
2	<blockquote class=instagram-media data-instgrm-version=@NUM style=@STYLE>	14	6	0	https://eletmod.transindex.ro/?cikk=24955 https://eletmod.transindex.ro/?cikk=25460	default	default	
4	<blockquote class=twitter-tweet data-conversation=none data-lang=en>	15.5	3.75	4	https://eletmod.transindex.ro/?hir=22565	default	default	
2	<blockquote class=twitter-tweet data-conversation=none data-lang=ro>	26	4	5.5	https://vilag.transindex.ro/?hir=34139	default	default	
2	<blockquote class=twitter-tweet data-conversation=none lang=en>	17.5	4.5	3	https://vilag.transindex.ro/?cikk=22677 https://vilag.transindex.ro/?cikk=24144	default	default	
1	<blockquote class=twitter-tweet data-conversation=none lang=hu>	20	5	3	https://vilag.transindex.ro/?hir=26980	default	default	
1	<blockquote class=twitter-tweet data-lang=en-gb>	14	4	4	https://eletmod.transindex.ro/?hir=23970	default	default	
448	<blockquote class=twitter-tweet data-lang=en>	22.06026786	5.209821429	4.098214286	https://vilag.transindex.ro/?hir=35144 https://itthon.transindex.ro/?hir=44432 https://vilag.transindex.ro/?hir=29471 https://vilag.transindex.ro/?hir=31590 https://vilag.transindex.ro/?hir=31998	social_media	default	
152	<blockquote class=twitter-tweet data-lang=hu>	23.70394737	4.789473684	4.282894737	https://itthon.transindex.ro/?hir=44326 https://vilag.transindex.ro/?hir=34400 https://vilag.transindex.ro/?hir=34414 https://vilag.transindex.ro/?hir=31507 https://vilag.transindex.ro/?hir=33073	social_media	default	
13	<blockquote class=twitter-tweet data-lang=ro>	28.61538462	3.923076923	4.153846154	https://vilag.transindex.ro/?hir=30196 https://vilag.transindex.ro/?hir=32169 https://vilag.transindex.ro/?hir=32295 https://vilag.transindex.ro/?hir=31253 https://eletmod.transindex.ro/?hir=22935	social_media	default	
648	<blockquote class=twitter-tweet lang=en>	20.27469136	4.99691358	4.049382716	https://vilag.transindex.ro/?cikk=23826 https://vilag.transindex.ro/?hir=25559 https://vilag.transindex.ro/?hir=22714 https://vilag.transindex.ro/?hir=24869 https://eletmod.transindex.ro/?hir=20818	social_media	default	
94	<blockquote class=twitter-tweet lang=hu>	20.23404255	4.744680851	3.968085106	https://vilag.transindex.ro/?hir=24813 https://eletmod.transindex.ro/?hir=20346 https://vilag.transindex.ro/?hir=22677 https://eletmod.transindex.ro/?hir=20971 https://eletmod.transindex.ro/?hir=20330	social_media	default	
231	<blockquote class=twitter-tweet>	31.78354978	4.770562771	4.441558442	https://vilag.transindex.ro/?hir=36967 https://vilag.transindex.ro/?hir=37095 https://vilag.transindex.ro/?hir=37594 https://multikult.transindex.ro/?hir=11605 https://vilag.transindex.ro/?hir=36908	social_media	default	
2	<blockquote class=twitter-video data-lang=en-gb>	18	4	3.5	https://eletmod.transindex.ro/?hir=22853 https://eletmod.transindex.ro/?cikk=26879	default	default	
7	<blockquote class=twitter-video data-lang=en>	20.85714286	5.571428571	3.857142857	https://vilag.transindex.ro/?hir=29847 https://vilag.transindex.ro/?hir=31439 https://vilag.transindex.ro/?hir=32344 https://vilag.transindex.ro/?hir=31415 https://vilag.transindex.ro/?hir=29126	default	default	
15	<blockquote class=twitter-video data-lang=hu>	21.13333333	5.466666667	4.066666667	https://vilag.transindex.ro/?hir=32416 https://eletmod.transindex.ro/?hir=21953 https://eletmod.transindex.ro/?hir=22835 https://vilag.transindex.ro/?hir=29441 https://eletmod.transindex.ro/?hir=22875	media_tartalom	default	
1	<blockquote class=twitter-video lang=hu>	15	4	3	https://eletmod.transindex.ro/?hir=21479	default	default	
880	<div align=@STYLE id=@galeriaNUM style=@STYLE>	22.53636364	56.79772727	0	https://multikult.transindex.ro/?cikk=20747 https://multikult.transindex.ro/?cikk=14927 https://eletmod.transindex.ro/?hir=18824 https://itthon.transindex.ro/?hir=28367 https://multikult.transindex.ro/?cikk=17116	default	default	ez nem kell.
1108	<div align=@STYLE id=galeria_holder>	35.78429603	86.32400722	0	https://eletmod.transindex.ro/?cikk=21329 https://multikult.transindex.ro/?cikk=20851 https://multikult.transindex.ro/?cikk=18119 https://eletmod.transindex.ro/?cikk=14545 https://itthon.transindex.ro/?cikk=18460	default	default	
790	<div align=@STYLE id=galeria_more style=@STYLE>	2	3	0	https://eletmod.transindex.ro/?cikk=19701 https://multikult.transindex.ro/?cikk=17847 https://itthon.transindex.ro/?cikk=25296 https://eletmod.transindex.ro/?cikk=17903 https://eletmod.transindex.ro/?cikk=13344	default	default	ez 'teljes galéria' résznek a kattintós sávja. Nincs link benne meg semmi.
1108	<div align=@STYLE>	17.88537906	39.41967509	0	https://itthon.transindex.ro/?cikk=23339 https://eletmod.transindex.ro/?cikk=22102 https://eletmod.transindex.ro/?cikk=13213 https://multikult.transindex.ro/?cikk=16976 https://multikult.transindex.ro/?cikk=15139	default	default	
1	<div class=dipity_embed style=@STYLE>	3	4	0	https://itthon.transindex.ro/?cikk=23193	default	default	
4	<div class=fb-post data-href=@LINK data-show-text=false data-width=@STYLE>	26.75	4.25	0	https://eletmod.transindex.ro/?cikk=28339 https://eletmod.transindex.ro/?hir=24722 https://eletmod.transindex.ro/?hir=24422 https://itthon.transindex.ro/?cikk=28840	default	default	
248	<div class=fb-post data-href=@LINK data-show-text=true data-width=@STYLE>	24.38306452	5.588709677	0	https://itthon.transindex.ro/?hir=63607 https://itthon.transindex.ro/?hir=63616 https://itthon.transindex.ro/?hir=59452 https://eletmod.transindex.ro/?cikk=28752 https://itthon.transindex.ro/?hir=59492	social_media	data-href	
536	<div class=fb-post data-href=@LINK data-width=@STYLE>	12.3880597	3.888059701	0	https://itthon.transindex.ro/?hir=41064 https://itthon.transindex.ro/?hir=42386 https://itthon.transindex.ro/?hir=38075 https://multikult.transindex.ro/?hir=9173 https://vilag.transindex.ro/?hir=26993	social_media	data-href	
19	<div class=fb-video data-allowfullscreen=@NUM data-href=@LINK>	31.68421053	5	0	https://eletmod.transindex.ro/?cikk=25534 https://eletmod.transindex.ro/?hir=21288 https://eletmod.transindex.ro/?cikk=25533 https://itthon.transindex.ro/?cikk=25848 https://multikult.transindex.ro/?hir=9587	media_tartalom	data-href	
18	<div class=fb-video data-allowfullscreen=@NUM data-href=@LONG>	38.38888889	5	0	https://itthon.transindex.ro/?cikk=25721 https://eletmod.transindex.ro/?cikk=25364 https://eletmod.transindex.ro/?hir=21217 https://itthon.transindex.ro/?hir=41677 https://vilag.transindex.ro/?hir=28438	media_tartalom	default	
1	<div class=fb-video data-allowfullscreen=@NUM data-href=@STYLE>	28	5	0	https://eletmod.transindex.ro/?hir=21569	default	default	
2	<div class=fb-video data-allowfullscreen=true data-href=@LINK>	41.5	5	0	https://eletmod.transindex.ro/?hir=21015 https://multikult.transindex.ro/?cikk=25054	default	default	
2	<div class=fb-video data-allowfullscreen=true data-href=@LONG>	10.5	5	0	https://itthon.transindex.ro/?hir=39453 https://itthon.transindex.ro/?hir=39796	default	default	
7	<div class=fb-video data-href=@LINK data-show-text=false data-width=@STYLE>	20.42857143	3.571428571	0	https://itthon.transindex.ro/?cikk=28569 https://multikult.transindex.ro/?cikk=27906 https://multikult.transindex.ro/?hir=11560 https://itthon.transindex.ro/?hir=61153 https://eletmod.transindex.ro/?hir=24754	default	default	
577	<div class=fb-xfbml-parse-ignore>	13.97746967	2.975736568	0.9012131716	https://multikult.transindex.ro/?hir=9722 https://multikult.transindex.ro/?hir=9450 https://itthon.transindex.ro/?hir=39807 https://multikult.transindex.ro/?hir=9203 https://itthon.transindex.ro/?hir=39321	social_media	default	
125	<div class=getty embed image style=@STYLE>	3.992	5.12	0	https://eletmod.transindex.ro/?hir=22116 https://eletmod.transindex.ro/?hir=22002 https://eletmod.transindex.ro/?cikk=26149 https://itthon.transindex.ro/?cikk=25053 https://multikult.transindex.ro/?hir=9618	beagyazott_tartalom	default	
12875	<div class=highslide-caption>	3.079533981	4	3.079533981	https://multikult.transindex.ro/?cikk=25824 https://vilag.transindex.ro/?cikk=16833 https://itthon.transindex.ro/?cikk=13804 https://eletmod.transindex.ro/?hir=19831 https://multikult.transindex.ro/?cikk=14782	default	default	
1	<div class=idogep-panel>	11	6	0	https://itthon.transindex.ro/?hir=63583	default	default	
1	<div class=inner style=@STYLE>	28	49	0	https://itthon.transindex.ro/?hir=63583	default	default	
93278	<div class=inner>	29.2116469	9.534005875	0	https://eletmod.transindex.ro/?hir=15123 https://eletmod.transindex.ro/?hir=13202 https://multikult.transindex.ro/?hir=5513 https://eletmod.transindex.ro/?hir=17267 https://itthon.transindex.ro/?hir=34305	default	default	kapcsolódó cikkek. decompose?
865	<div class=kozvitabox style=@STYLE>	318.1271676	105.9606936	0	https://itthon.transindex.ro/?hir=58625 https://welemeny.transindex.ro/?cikk=22749 https://itthon.transindex.ro/?cikk=27022 https://vilag.transindex.ro/?hir=31615 https://multikult.transindex.ro/?cikk=27576	decompose	default	ez olyan mint a related cikkek
2	<div class=links>	4	4.5	0	https://itthon.transindex.ro/?hir=63583	default	default	
1310	<div class=MagazinFelvezeto>	21.6259542	0.506870229	20.60916031	https://sarm.transindex.ro/?cikk=2009 https://sarm.transindex.ro/?cikk=13360 https://tech.transindex.ro/?cikk=8483 https://sarm.transindex.ro/?cikk=11609 https://sarm.transindex.ro/?cikk=8365	vez_bekezdes	default	
10377	<div class=MagazinSzoveg>	193.2601908	14.78047605	183.3995374	https://tech.transindex.ro/?hir=5268 https://tech.transindex.ro/?cikk=1270 https://tech.transindex.ro/?hir=5093 https://tech.transindex.ro/?hir=2730 https://tech.transindex.ro/?hir=6488	default	default	ez is cikktörzs
1	<div class=mahir>	2	1	0	https://itthon.transindex.ro/?hir=63583	default	default	
18	<div class=qp_a onclick=@LONG style=@STYLE>	5.611111111	2	0	https://eletmod.transindex.ro/?cikk=27157	beagyazott_tartalom	default	
1	<div class=right-col>	8	11	0	https://itthon.transindex.ro/?hir=63583	default	default	
5906	<div class=section image>	5.51794785	2.017609211	0	https://eletmod.transindex.ro/?cikk=22592 https://vilag.transindex.ro/?hir=34172 https://itthon.transindex.ro/?hir=58741 https://itthon.transindex.ro/?hir=55106 https://itthon.transindex.ro/?hir=54703	media_tartalom	default	
1	<div cmt=@NUM fp=@NUM id=@NUM results=@NUM style=@STYLE>	85	70	0	https://eletmod.transindex.ro/?cikk=27157	default	default	
7	<div id=@NUM style=@STYLE>	12.42857143	10.71428571	0	https://eletmod.transindex.ro/?cikk=27157	default	default	
1210	<div id=CikkHozzaszolas>	14	22	0	https://tech.transindex.ro/?hir=8445 https://tech.transindex.ro/?hir=8619 https://tech.transindex.ro/?hir=8377 https://tech.transindex.ro/?hir=8891 https://tech.transindex.ro/?hir=9052	decompose	default	kommenttelésnek hely
1108	<div id=galeria_keret>	36.89530686	90.17599278	0	https://itthon.transindex.ro/?hir=29143 https://itthon.transindex.ro/?cikk=18429 https://itthon.transindex.ro/?hir=29935 https://eletmod.transindex.ro/?cikk=19208 https://multikult.transindex.ro/?cikk=17679	galeria	default	
22169	<div id=newest>	16	6	0	https://multikult.transindex.ro/?cikk=13341 https://itthon.transindex.ro/?cikk=9584 https://multikult.transindex.ro/?cikk=12137 https://eletmod.transindex.ro/?cikk=2980 https://itthon.transindex.ro/?cikk=6106	default	default	
22169	<div id=top>	14	6	0	https://eletmod.transindex.ro/?cikk=23322 https://itthon.transindex.ro/?cikk=15533 https://eletmod.transindex.ro/?cikk=4456 https://multikult.transindex.ro/?cikk=17293 https://multikult.transindex.ro/?cikk=21500	default	default	nem talalom
3883	<div style=@STYLE>	3.554468195	2.522791656	0.1774401236	https://itthon.transindex.ro/?hir=61417 https://itthon.transindex.ro/?hir=61833 https://itthon.transindex.ro/?hir=59382 https://itthon.transindex.ro/?hir=63447 https://eletmod.transindex.ro/?cikk=25133	default	default	
1429	<div>	440.3358992	50.89153254	0	https://tech.transindex.ro/?cikk=4079 https://sarm.transindex.ro/?cikk=19746 https://sarm.transindex.ro/?cikk=8623 https://tech.transindex.ro/?cikk=3410 https://tech.transindex.ro/?cikk=2994	default	default	
2	<em>	1.5	0	1.5	https://multikult.transindex.ro/?cikk=26457 https://vilag.transindex.ro/?cikk=25785	default	default	
1	<eredm>	368	19	367	https://itthon.transindex.ro/?hir=21367	default	default	
5	<font color=>	6.6	2.8	5.4	https://tech.transindex.ro/?cikk=171 https://tech.transindex.ro/?hir=7242	default	default	
1	<footer>	28	50	0	https://itthon.transindex.ro/?hir=63583	decompose	default	
356	<form action= class=magszavopt method=post name=szavazogep>	22.03932584	20.24438202	0	https://eletmod.transindex.ro/?cikk=22757 https://eletmod.transindex.ro/?cikk=1507 https://eletmod.transindex.ro/?cikk=6532 https://eletmod.transindex.ro/?cikk=1684 https://multikult.transindex.ro/?cikk=7319	valaszblokk	default	
55	<form action=@LINK class=magszavopt method=post name=szavazogep>	34.87272727	26.43636364	0	https://sarm.transindex.ro/?cikk=4734 https://tech.transindex.ro/?cikk=9954 https://sarm.transindex.ro/?cikk=16116 https://sarm.transindex.ro/?cikk=4388 https://sarm.transindex.ro/?cikk=4702	valaszblokk	default	
1	<form action=@LINK id=@NUM method=post style=@STYLE target=@target>	84	60	0	https://eletmod.transindex.ro/?cikk=27157	decompose	default	
1210	<form action=@LINK id=HUrlap method=post name=HUrlap onsubmit=return mehete(this);>	7	18	0	https://tech.transindex.ro/?hir=8651 https://tech.transindex.ro/?cikk=14673 https://tech.transindex.ro/?hir=9028 https://tech.transindex.ro/?hir=8610 https://tech.transindex.ro/?hir=8622	valaszblokk	default	ez eltűnik a CikkHozzaszolas decompose-al
1	<form action=@LINK id=szavazogepf method=post name=szavazogepf>	59	27	0	https://itthon.transindex.ro/?hir=63583	valaszblokk	default	
1	<form action=@NUM method=post>	20	17	0	https://vilag.transindex.ro/?cikk=7161	valaszblokk	default	
124146	<h2>	5.194786783	0.0002497059913	5.194416252	https://itthon.transindex.ro/?hir=5621 https://vilag.transindex.ro/?hir=33729 https://itthon.transindex.ro/?hir=53831 https://multikult.transindex.ro/?hir=5182 https://itthon.transindex.ro/?hir=5735	kiemelt	default	ez cikken kívüli 'További információ'
865	<h3 style=@STYLE>	2.572254335	0	2.572254335	https://itthon.transindex.ro/?hir=36811 https://itthon.transindex.ro/?hir=35330 https://itthon.transindex.ro/?hir=24580 https://itthon.transindex.ro/?hir=56669 https://itthon.transindex.ro/?hir=58301	default	default	ez is megy a kozvitabox-al^
44339	<h3>	13.99979702	0.9999774465	0.000112767541	https://multikult.transindex.ro/?cikk=21543 https://eletmod.transindex.ro/?cikk=15360 https://multikult.transindex.ro/?cikk=14726 https://eletmod.transindex.ro/?cikk=5269 https://vilag.transindex.ro/?cikk=27682	kiemelet	default	cikktörzsön kívül
232555	<i>	2.821646492	0.09525058588	2.820481176	https://eletmod.transindex.ro/?hir=19002 https://vilag.transindex.ro/?hir=15073 https://multikult.transindex.ro/?hir=9621 https://itthon.transindex.ro/?hir=45960 https://vilag.transindex.ro/?hir=29098	dolt	default	
1	<iframe seamless= src=@LINK style=@STYLE>	7	1	0	https://multikult.transindex.ro/?hir=11463	default	default	
1	<istennek>	24	0	24	https://eletmod.transindex.ro/?cikk=6536	default	default	
2626	<label for=@valaszidNUM>	3.748286367	1	2.748286367	https://eletmod.transindex.ro/?cikk=14313 https://tech.transindex.ro/?cikk=3293 https://sarm.transindex.ro/?cikk=2482 https://eletmod.transindex.ro/?cikk=1590 https://itthon.transindex.ro/?cikk=9315	valasz	default	
1	<li class=recommended>	10	3	0	https://itthon.transindex.ro/?hir=63583	default	default	
2	<li class=title>	1	1	0	https://itthon.transindex.ro/?hir=63583	default	default	
35	<li>	5.457142857	2.2	0	https://itthon.transindex.ro/?hir=63583	listaelem	default	
